CO(GT),PT08_S2(NMHC),C6H6(GT),PT08_S1(CO),PT08_S5(O3),NOx(GT),PT08_S3(NOx),NO2(GT),datetime,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,time_idx,group
0.7,791.0,5.5604956576171745,890.25,885.5,62.0,949.75,61.0,2004-06-12 06:00:00,6,12,6,5,1,1.0,6.123233995736766e-17,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1233,default
0.6,751.5,4.765319158079068,865.25,837.0,65.0,996.0,64.0,2004-06-12 07:00:00,7,12,6,5,1,0.9659258262890683,-0.25881904510252063,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1234,default
1.3,936.5,8.92773812560085,1003.0,1005.0,125.0,849.75,81.0,2004-06-12 08:00:00,8,12,6,5,1,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1235,default
1.9,1088.0,13.129706743219696,1123.0,1190.75,157.0,746.25,92.0,2004-06-12 09:00:00,9,12,6,5,1,0.7071067811865476,-0.7071067811865475,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1236,default
2.1,1119.25,14.081034391358772,1145.75,1199.75,171.0,745.75,101.0,2004-06-12 10:00:00,10,12,6,5,1,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1237,default
1.8,1021.25,11.193571577698146,1109.5,971.25,119.0,819.75,96.0,2004-06-12 11:00:00,11,12,6,5,1,0.258819045102521,-0.9659258262890682,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1238,default
1.8,978.75,10.030033705078656,1125.5,907.0,110.0,848.75,101.0,2004-06-12 12:00:00,12,12,6,5,1,1.2246467991473532e-16,-1.0,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1239,default
1.6,962.0,9.586489285350797,1066.5,802.0,95.0,860.0,91.0,2004-06-12 13:00:00,13,12,6,5,1,-0.2588190451025208,-0.9659258262890683,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1240,default
1.2,866.0,7.211764180499058,1008.0,695.25,58.0,937.25,68.0,2004-06-12 14:00:00,14,12,6,5,1,-0.4999999999999997,-0.8660254037844388,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1241,default
1.2,924.25,8.618412576532277,1062.0,776.75,69.0,891.75,76.0,2004-06-12 15:00:00,15,12,6,5,1,-0.7071067811865471,-0.7071067811865479,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1242,default
1.4,938.75,8.985057907981616,1082.25,817.5,76.0,869.0,84.0,2004-06-12 16:00:00,16,12,6,5,1,-0.8660254037844385,-0.5000000000000004,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1243,default
1.3,896.75,7.941026771297775,1042.0,680.5,63.0,901.25,76.0,2004-06-12 17:00:00,17,12,6,5,1,-0.9659258262890683,-0.25881904510252063,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1244,default
1.1,823.0,6.242660502363154,1022.25,630.75,51.0,963.5,61.0,2004-06-12 18:00:00,18,12,6,5,1,-1.0,-1.8369701987210297e-16,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1245,default
1.1,827.75,6.346776588397269,1023.5,641.0,46.0,935.75,52.0,2004-06-12 19:00:00,19,12,6,5,1,-0.9659258262890684,0.2588190451025203,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1246,default
1.1,827.5,6.341278497026854,1047.75,683.25,52.0,921.5,59.0,2004-06-12 20:00:00,20,12,6,5,1,-0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1247,default
1.8,1022.25,11.221602522216635,1153.0,1012.75,84.0,764.75,89.0,2004-06-12 21:00:00,21,12,6,5,1,-0.7071067811865477,0.7071067811865474,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1248,default
2.3,1077.25,12.8090269432803,1195.0,1150.75,130.0,731.25,113.0,2004-06-12 22:00:00,22,12,6,5,1,-0.5000000000000004,0.8660254037844384,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1249,default
2.6,1091.25,13.227321306164397,1245.0,1134.25,147.0,733.75,112.0,2004-06-12 23:00:00,23,12,6,5,1,-0.25881904510252157,0.9659258262890681,0.6513724827222223,-0.758758122692791,1.2246467991473532e-16,-1.0,1250,default
2.0,945.5,9.15795459328947,1085.75,944.5,126.0,846.75,89.0,2004-06-13 00:00:00,0,13,6,6,1,0.0,1.0,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1251,default
1.0,804.0,5.8335653079243945,971.5,733.5,47.0,954.75,53.0,2004-06-13 01:00:00,1,13,6,6,1,0.25881904510252074,0.9659258262890683,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1252,default
0.6,676.75,3.4064107002432875,880.25,553.75,24.0,1109.25,36.0,2004-06-13 02:00:00,2,13,6,6,1,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1253,default
0.6,718.75,4.14609081595083,905.5,612.25,179.8,1050.25,109.0,2004-06-13 03:00:00,3,13,6,6,1,0.7071067811865476,0.7071067811865476,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1254,default
0.5,657.75,3.0923265348316855,878.75,564.0,25.0,1120.75,39.0,2004-06-13 04:00:00,4,13,6,6,1,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1255,default
0.4,597.0,2.1766195262225123,841.5,512.0,21.0,1236.75,33.0,2004-06-13 05:00:00,5,13,6,6,1,0.9659258262890683,0.25881904510252074,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1256,default
0.6,622.25,2.540596042811355,810.5,431.75,52.0,1314.75,60.0,2004-06-13 10:00:00,10,13,6,6,1,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1257,default
0.7,619.75,2.5034923538874008,838.0,501.75,62.0,1292.25,74.0,2004-06-13 11:00:00,11,13,6,6,1,0.258819045102521,-0.9659258262890682,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1258,default
0.7,631.5,2.6798971089361516,820.5,468.75,67.0,1294.75,65.0,2004-06-13 12:00:00,12,13,6,6,1,1.2246467991473532e-16,-1.0,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1259,default
0.6,579.25,1.9352447455465327,793.25,426.75,47.0,1379.5,52.0,2004-06-13 13:00:00,13,13,6,6,1,-0.2588190451025208,-0.9659258262890683,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1260,default
0.6,613.5,2.411753501464891,821.25,430.25,45.0,1309.0,49.0,2004-06-13 15:00:00,15,13,6,6,1,-0.7071067811865471,-0.7071067811865479,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1261,default
0.8,627.75,2.6230417420734504,848.5,453.0,53.0,1274.0,56.0,2004-06-13 16:00:00,16,13,6,6,1,-0.8660254037844385,-0.5000000000000004,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1262,default
0.8,651.0,2.983874516262881,851.5,470.25,57.0,1245.75,59.0,2004-06-13 17:00:00,17,13,6,6,1,-0.9659258262890683,-0.25881904510252063,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1263,default
1.0,644.75,2.884931454505132,847.25,479.75,71.0,1245.25,68.0,2004-06-13 18:00:00,18,13,6,6,1,-1.0,-1.8369701987210297e-16,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1264,default
1.0,682.25,3.49973785390122,848.75,472.25,67.0,1214.5,72.0,2004-06-13 19:00:00,19,13,6,6,1,-0.9659258262890684,0.2588190451025203,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1265,default
1.0,687.0,3.5812024590957425,865.0,521.0,75.0,1190.75,78.0,2004-06-13 20:00:00,20,13,6,6,1,-0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1266,default
0.9,689.25,3.6200695828222633,848.25,520.0,65.0,1180.0,71.0,2004-06-13 21:00:00,21,13,6,6,1,-0.7071067811865477,0.7071067811865474,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1267,default
0.7,605.75,2.3000316105315717,806.5,439.5,45.0,1340.0,54.0,2004-06-13 22:00:00,22,13,6,6,1,-0.5000000000000004,0.8660254037844384,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1268,default
0.8,626.75,2.6079681657119167,814.0,445.75,46.0,1305.0,57.0,2004-06-13 23:00:00,23,13,6,6,1,-0.25881904510252157,0.9659258262890681,0.48530196253108104,-0.8743466161445821,1.2246467991473532e-16,-1.0,1269,default
0.7,581.5,1.965170872410398,784.75,416.5,33.0,1376.75,45.0,2004-06-14 00:00:00,0,14,6,0,0,0.0,1.0,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1270,default
0.7,683.0,3.512547535780659,888.0,563.33333333333,66.0,1196.0,62.0,2004-06-14 06:00:00,6,14,6,0,0,1.0,6.123233995736766e-17,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1271,default
1.5,857.75,7.021221524297898,972.5,778.5,137.0,941.0,92.0,2004-06-14 07:00:00,7,14,6,0,0,0.9659258262890683,-0.25881904510252063,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1272,default
1.8,926.75,8.681162387088841,993.0,842.25,151.0,886.0,96.0,2004-06-14 08:00:00,8,14,6,0,0,0.8660254037844387,-0.4999999999999998,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1273,default
1.4,824.5,6.275459937112276,928.75,692.0,115.0,991.5,87.0,2004-06-14 09:00:00,9,14,6,0,0,0.7071067811865476,-0.7071067811865475,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1274,default
1.5,857.75,7.021221524297898,962.0,778.75,118.0,940.5,84.0,2004-06-14 10:00:00,10,14,6,0,0,0.49999999999999994,-0.8660254037844387,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1275,default
1.2,786.25,5.462115192689236,906.25,632.75,95.0,1026.25,73.0,2004-06-14 11:00:00,11,14,6,0,0,0.258819045102521,-0.9659258262890682,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1276,default
1.2,776.0,5.25237752206223,914.75,616.25,86.0,1029.0,72.0,2004-06-14 12:00:00,12,14,6,0,0,1.2246467991473532e-16,-1.0,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1277,default
1.3,786.5,5.467274438558492,928.0,606.25,85.0,1012.25,68.0,2004-06-14 13:00:00,13,14,6,0,0,-0.2588190451025208,-0.9659258262890683,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1278,default
1.0,698.0,3.77291593711671,855.25,525.5,66.0,1134.0,62.0,2004-06-14 14:00:00,14,14,6,0,0,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1279,default
1.4,782.5,5.384975875149092,920.25,588.0,74.0,1045.75,70.0,2004-06-14 15:00:00,15,14,6,0,0,-0.7071067811865471,-0.7071067811865479,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1280,default
1.6,841.75,6.657904148776321,916.5,674.0,108.0,985.25,83.0,2004-06-14 16:00:00,16,14,6,0,0,-0.8660254037844385,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1281,default
2.7,1057.0,12.214164294685673,1072.25,885.25,150.0,811.75,92.0,2004-06-14 17:00:00,17,14,6,0,0,-0.9659258262890683,-0.25881904510252063,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1282,default
2.3,984.5,10.184263392187276,999.5,878.75,157.0,846.25,103.0,2004-06-14 18:00:00,18,14,6,0,0,-1.0,-1.8369701987210297e-16,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1283,default
1.5,844.5,6.719763165176905,913.5,703.0,93.0,972.0,82.0,2004-06-14 19:00:00,19,14,6,0,0,-0.9659258262890684,0.2588190451025203,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1284,default
1.4,798.75,5.722615520026283,887.75,637.25,76.0,1022.75,74.0,2004-06-14 20:00:00,20,14,6,0,0,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1285,default
1.0,717.75,4.127763115451123,850.75,561.25,57.0,1134.0,67.0,2004-06-14 21:00:00,21,14,6,0,0,-0.7071067811865477,0.7071067811865474,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1286,default
1.1,749.25,4.7216050933487015,869.75,612.25,64.0,1096.25,74.0,2004-06-14 22:00:00,22,14,6,0,0,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1287,default
1.2,773.25,5.196702979071655,882.5,621.25,59.0,1062.0,72.0,2004-06-14 23:00:00,23,14,6,0,0,-0.25881904510252157,0.9659258262890681,0.29936312297335804,-0.9541392564000488,1.2246467991473532e-16,-1.0,1288,default
1.2,767.25,5.076110451362033,885.75,701.75,68.0,1054.75,79.0,2004-06-15 00:00:00,0,15,6,1,0,0.0,1.0,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1289,default
0.7,636.5,2.7565112487264205,791.5,558.5,31.0,1249.25,43.0,2004-06-15 01:00:00,1,15,6,1,0,0.25881904510252074,0.9659258262890683,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1290,default
0.4,585.75,2.022231213669882,769.75,527.0,24.0,1325.5,38.0,2004-06-15 04:00:00,4,15,6,1,0,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1291,default
0.5,653.75,3.0278593859425342,796.5,719.5,38.0,1096.5,51.0,2004-06-15 05:00:00,5,15,6,1,0,0.9659258262890683,0.25881904510252074,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1292,default
1.0,876.5,7.457411567811447,914.5,936.5,92.0,896.75,69.0,2004-06-15 06:00:00,6,15,6,1,0,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1293,default
4.0,1424.25,24.80879778448909,1195.0,1488.5,260.0,609.25,119.0,2004-06-15 08:00:00,8,15,6,1,0,0.8660254037844387,-0.4999999999999998,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1294,default
2.4,1009.25,10.859535166937011,1002.5,1015.0,181.0,823.25,96.0,2004-06-15 09:00:00,9,15,6,1,0,0.7071067811865476,-0.7071067811865475,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1295,default
2.1,1046.0,11.896096062617145,1036.75,1003.5,177.0,838.0,109.0,2004-06-15 10:00:00,10,15,6,1,0,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1296,default
2.7,1180.5,16.027250694192563,1113.5,1128.75,180.0,747.25,115.0,2004-06-15 11:00:00,11,15,6,1,0,0.258819045102521,-0.9659258262890682,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1297,default
2.8,1170.75,15.71027436796261,1084.75,1068.0,174.0,766.75,118.0,2004-06-15 12:00:00,12,15,6,1,0,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1298,default
2.3,1086.75,13.092244786448635,1023.5,924.0,140.0,823.5,118.0,2004-06-15 13:00:00,13,15,6,1,0,-0.2588190451025208,-0.9659258262890683,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1299,default
2.0,1057.25,12.221434672355231,1016.5,860.5,122.0,858.75,112.0,2004-06-15 14:00:00,14,15,6,1,0,-0.4999999999999997,-0.8660254037844388,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1300,default
2.6,1173.25,15.791292949255476,1052.75,980.75,189.0,784.5,140.0,2004-06-15 15:00:00,15,15,6,1,0,-0.7071067811865471,-0.7071067811865479,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1301,default
2.7,1197.75,16.59465306613999,1065.25,1043.0,169.0,765.5,137.0,2004-06-15 16:00:00,16,15,6,1,0,-0.8660254037844385,-0.5000000000000004,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1302,default
3.1,1250.25,18.373004590256482,1135.5,1124.25,172.0,721.5,143.0,2004-06-15 17:00:00,17,15,6,1,0,-0.9659258262890683,-0.25881904510252063,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1303,default
3.1,1201.5,16.71911362967545,1099.5,1003.5,154.0,732.0,148.0,2004-06-15 18:00:00,18,15,6,1,0,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1304,default
3.6,1319.25,20.8265887595327,1143.0,1190.25,192.0,673.0,158.0,2004-06-15 19:00:00,19,15,6,1,0,-0.9659258262890684,0.2588190451025203,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1305,default
2.9,1156.5,15.25186639323188,1083.25,1072.25,160.0,742.25,127.0,2004-06-15 20:00:00,20,15,6,1,0,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1306,default
2.2,1033.75,11.546103489283087,1009.0,924.75,110.0,806.0,109.0,2004-06-15 21:00:00,21,15,6,1,0,-0.7071067811865477,0.7071067811865474,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1307,default
2.0,982.75,10.13721772169623,969.0,862.25,97.0,853.0,101.0,2004-06-15 22:00:00,22,15,6,1,0,-0.5000000000000004,0.8660254037844384,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1308,default
2.1,993.0,10.414090310619091,1028.5,968.75,124.0,815.5,114.0,2004-06-15 23:00:00,23,15,6,1,0,-0.25881904510252157,0.9659258262890681,0.10116832198743272,-0.994869323391895,1.2246467991473532e-16,-1.0,1309,default
1.9,955.5,9.416675483049591,1064.25,932.25,108.0,811.5,104.0,2004-06-16 00:00:00,0,16,6,2,0,0.0,1.0,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1310,default
1.4,852.75,6.906801269418972,986.25,793.5,61.0,865.0,81.0,2004-06-16 01:00:00,1,16,6,2,0,0.25881904510252074,0.9659258262890683,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1311,default
0.8,708.75,3.9643747977514256,872.25,599.25,34.0,1034.25,51.0,2004-06-16 02:00:00,2,16,6,2,0,0.49999999999999994,0.8660254037844387,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1312,default
0.6,653.75,3.0278593859425342,839.5,613.5,179.8,1124.25,109.0,2004-06-16 03:00:00,3,16,6,2,0,0.7071067811865476,0.7071067811865476,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1313,default
0.6,626.25,2.6004452699114715,811.5,625.0,24.0,1134.0,40.0,2004-06-16 04:00:00,4,16,6,2,0,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1314,default
0.5,611.75,2.38632864280939,809.75,594.5,27.0,1163.0,34.0,2004-06-16 05:00:00,5,16,6,2,0,0.9659258262890683,0.25881904510252074,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1315,default
1.0,849.25,6.827184440761592,935.5,885.75,70.0,882.25,61.0,2004-06-16 06:00:00,6,16,6,2,0,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1316,default
2.7,1265.25,18.895223172864338,1244.25,1256.75,176.0,640.25,95.0,2004-06-16 07:00:00,7,16,6,2,0,0.9659258262890683,-0.25881904510252063,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1317,default
3.3,1144.75,14.878242654505954,1180.25,1190.75,221.0,713.25,128.0,2004-06-16 09:00:00,9,16,6,2,0,0.7071067811865476,-0.7071067811865475,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1318,default
2.4,1058.0,12.243256870893827,1125.75,1061.25,168.0,764.75,115.0,2004-06-16 10:00:00,10,16,6,2,0,0.49999999999999994,-0.8660254037844387,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1319,default
1.7,909.75,8.25829945796103,1004.5,751.25,109.0,880.75,84.0,2004-06-16 11:00:00,11,16,6,2,0,0.258819045102521,-0.9659258262890682,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1320,default
1.7,939.5,9.004199247323303,1032.0,732.75,102.0,862.25,85.0,2004-06-16 12:00:00,12,16,6,2,0,1.2246467991473532e-16,-1.0,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1321,default
2.4,1106.25,13.681837208273341,1086.5,906.25,129.0,754.75,110.0,2004-06-16 13:00:00,13,16,6,2,0,-0.2588190451025208,-0.9659258262890683,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1322,default
2.2,1119.0,14.073311396432945,1089.5,902.0,117.0,756.0,107.0,2004-06-16 14:00:00,14,16,6,2,0,-0.4999999999999997,-0.8660254037844388,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1323,default
2.2,1050.25,12.018561859295374,1071.75,836.0,112.0,802.25,107.0,2004-06-16 15:00:00,15,16,6,2,0,-0.7071067811865471,-0.7071067811865479,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1324,default
2.3,1056.5,12.199629073081699,1100.5,862.5,122.0,796.5,113.0,2004-06-16 16:00:00,16,16,6,2,0,-0.8660254037844385,-0.5000000000000004,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1325,default
2.6,1085.5,13.054828473500859,1111.25,823.5,114.0,786.5,107.0,2004-06-16 17:00:00,17,16,6,2,0,-0.9659258262890683,-0.25881904510252063,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1326,default
2.3,1070.0,12.594666004682017,1047.75,841.75,111.0,806.75,106.0,2004-06-16 18:00:00,18,16,6,2,0,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1327,default
3.3,1248.5,18.312485879658222,1197.0,1131.5,158.0,697.5,125.0,2004-06-16 19:00:00,19,16,6,2,0,-0.9659258262890684,0.2588190451025203,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1328,default
3.5,1217.25,17.2461700813682,1173.25,1175.0,202.0,695.25,139.0,2004-06-16 20:00:00,20,16,6,2,0,-0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1329,default
2.5,1079.3333333333,12.870910004842552,1075.3333333333,1111.0,166.0,763.66666666667,117.0,2004-06-16 21:00:00,21,16,6,2,0,-0.7071067811865477,0.7071067811865474,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1330,default
2.5,1106.0,13.674208342019199,1066.75,1124.5,143.0,745.0,107.0,2004-06-16 22:00:00,22,16,6,2,0,-0.5000000000000004,0.8660254037844384,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1331,default
2.4,1098.5,13.446186578745062,1059.5,1077.25,122.0,742.0,98.0,2004-06-16 23:00:00,23,16,6,2,0,-0.25881904510252157,0.9659258262890681,-0.10116832198743204,-0.9948693233918952,1.2246467991473532e-16,-1.0,1332,default
2.5,1098.75,13.453760957164876,1081.0,1087.0,113.0,749.25,97.0,2004-06-17 00:00:00,0,17,6,3,0,0.0,1.0,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1333,default
2.1,975.0,9.929990158721026,1017.25,1014.0,109.0,821.75,95.0,2004-06-17 01:00:00,1,17,6,3,0,0.25881904510252074,0.9659258262890683,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1334,default
1.0,734.25,4.4345815399504325,836.25,801.25,53.0,1034.5,68.0,2004-06-17 02:00:00,2,17,6,3,0,0.49999999999999994,0.8660254037844387,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1335,default
0.8,726.5,4.289302117009657,830.75,802.25,179.8,1038.0,109.0,2004-06-17 03:00:00,3,17,6,3,0,0.7071067811865476,0.7071067811865476,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1336,default
1.8,668.0,3.2601582638797706,804.0,753.0,32.0,1101.5,51.0,2004-06-17 04:00:00,4,17,6,3,0,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1337,default
0.5,676.5,3.402194127528105,797.5,696.0,35.0,1091.5,44.0,2004-06-17 05:00:00,5,17,6,3,0,0.9659258262890683,0.25881904510252074,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1338,default
1.3,950.5,9.286930935153805,966.25,995.5,123.0,812.25,77.0,2004-06-17 06:00:00,6,17,6,3,0,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1339,default
3.6,1387.75,23.39089090707522,1276.5,1512.5,254.0,610.75,100.0,2004-06-17 07:00:00,7,17,6,3,0,0.9659258262890683,-0.25881904510252063,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1340,default
3.7,1353.0,22.074162063223632,1297.25,1689.75,281.0,587.75,154.0,2004-06-17 09:00:00,9,17,6,3,0,0.7071067811865476,-0.7071067811865475,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1341,default
1.9,979.0,10.036718472630536,1040.5,1053.0,169.0,836.75,125.0,2004-06-17 10:00:00,10,17,6,3,0,0.49999999999999994,-0.8660254037844387,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1342,default
1.7,935.75,8.908666294895685,1026.75,931.0,152.0,866.75,117.0,2004-06-17 11:00:00,11,17,6,3,0,0.258819045102521,-0.9659258262890682,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1343,default
1.9,969.25,9.777421299680487,1037.0,865.0,127.0,840.75,105.0,2004-06-17 12:00:00,12,17,6,3,0,1.2246467991473532e-16,-1.0,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1344,default
1.8,954.0,9.377671550694837,1013.5,817.75,118.0,864.5,103.0,2004-06-17 13:00:00,13,17,6,3,0,-0.2588190451025208,-0.9659258262890683,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1345,default
1.7,971.25,9.830374486120999,1007.0,801.5,120.0,866.25,106.0,2004-06-17 14:00:00,14,17,6,3,0,-0.4999999999999997,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1346,default
1.8,957.75,9.475310738258395,998.0,778.25,125.0,881.25,107.0,2004-06-17 15:00:00,15,17,6,3,0,-0.7071067811865471,-0.7071067811865479,-0.2993631229733582,-0.9541392564000488,1.2246467991473532e-16,-1.0,1347,default
